"","playerShort","player","club","leagueCountry","birthday","height","weight","position","games","victories","ties","defeats","goals","yellowCards","yellowReds","redCards","photoID","rater1","rater2","refNum","refCountry","Alpha_3","meanIAT","nIAT","seIAT","meanExp","nExp","seExp","avrate","age","cards"
"1521","wayne-rooney","Wayne Rooney","Manchester United","England",1985-10-24,178,78,"Front",1,0,0,1,0,0,0,1,"9207.jpg",0,0,1213,"49","ARG",0.3794218,1038,0.000402668,0.6329879,1158,0.002095841,0,27.20822,"1"
"1522","barkero"," Barkero","Levante UD","Spain",1979-04-27,180,71,"Middle",8,2,1,5,1,2,0,1,"12731.jpg",0.25,0.25,468,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,33.70685,"1"
"1523","johnny-heitinga","Johnny Heitinga","Everton FC","England",1983-11-15,180,72,"Back",3,2,1,0,0,0,0,1,"5051.jpg",0.25,0.25,380,"64","NLD",0.35292,5952,7.035825e-05,0.4456788,6121,0.0002685303,0.25,29.15068,"1"
"1524","nano"," Nano","CA Osasuna","Spain",1982-04-20,186,80,"Back",3,0,1,2,0,1,0,1,"12406.jpg",0.25,0.5,449,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,30.72329,"1"
"1525","palop"," Palop","Sevilla FC","Spain",1973-10-22,184,83,"Goalkeeper",11,6,3,2,0,1,0,1,"2502.jpg",0.5,0.25,2063,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,39.22192,"1"
"1526","andre-hoffmann_2","André Hoffmann","MSV Duisburg","Germany",1993-02-28,187,79,"Middle",2,1,0,1,0,0,0,1,"167360.jpg",0,0,2370,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,19.85479,"1"
"1527","simon-rolfes","Simon Rolfes","Bayer Leverkusen","Germany",1982-01-21,191,83,"Middle",21,14,5,2,2,1,0,1,"579.jpg",0,0,756,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,30.96712,"1"
"1528","zoumana-camara","Zoumana Camara","Paris Saint-Germain","France",1979-04-03,182,76,"Back",20,5,6,9,0,1,0,1,"3955.jpg",0.75,1,373,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.875,33.7726,"1"
"1529","muniain"," Muniain","Athletic Bilbao","Spain",1992-12-19,169,63,"Front",12,5,1,6,2,1,0,1,"149920.jpg",0,0,1536,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,20.04932,"1"
"1530","hugo-mallo"," Hugo Mallo","Celta Vigo","Spain",1991-06-22,173,69,"Back",5,1,1,3,0,1,0,1,"152667.jpg",0.25,0.5,652,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,21.54521,"1"
"1531","gary-medel","Gary Medel","Sevilla FC","Spain",1987-08-03,171,76,"Middle",5,2,1,2,2,0,0,1,"82122.jpg",0,0.25,433,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,25.43288,"1"
"1532","milan-bisevac","Milan Biševac","Olympique Lyon","France",1983-08-31,185,81,"Back",1,0,0,1,0,0,0,1,"21889.jpg",0.25,0.25,2992,"52","RUS",0.3981737,526,0.0008086626,1.212727,550,0.004520788,0.25,29.3589,"1"
"1533","rory-delap","Rory Delap","Stoke City","England",1976-07-06,183,81,"Middle",17,9,2,6,0,3,0,1,"9052.jpg",0,0.25,2081,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,36.51507,"1"
"1534","mario"," Mario","Real Betis","Spain",1982-02-02,178,75,"Back",7,3,2,2,0,2,0,1,"12735.jpg",0.5,0.5,2063,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.5,30.93425,"1"
"1535","pedro-lopez"," Pedro López","Levante UD","Spain",1983-11-01,174,72,"Back",7,3,0,4,0,0,0,1,"24779.jpg",0.25,0.25,2063,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,29.18904,"1"
"1536","ciprian-marica","Ciprian Marica","FC Schalke 04","Germany",1985-10-02,185,80,"Front",2,2,0,0,3,0,0,1,"15752.jpg",0,0.25,1878,"55","HRV",0.3573632,367,0.001098879,0.4494681,376,0.004877092,0.125,27.26849,"1"
"1537","makoto-hasebe","Makoto Hasebe","VfL Wolfsburg","Germany",1984-01-18,180,72,"Middle",2,1,1,0,0,0,0,1,"46014.jpg",0.25,0.25,2150,"150","SYR",0.2471587,20,0.02373498,-0.1363636,22,0.116771,0.25,28.97534,"1"
"1538","siqueira"," Siqueira","Granada CF","Spain",1986-04-28,184,76,"Middle",3,0,1,2,1,0,0,1,"58906.jpg",0,0,432,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,26.69863,"1"
"1539","milan-bisevac","Milan Biševac","Olympique Lyon","France",1983-08-31,185,81,"Back",10,6,1,3,0,0,0,1,"21889.jpg",0.25,0.25,2246,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,29.3589,"1"
"1540","peter-crouch","Peter Crouch","Stoke City","England",1981-01-30,202,80,"Front",25,9,10,6,5,1,0,1,"9922.jpg",0,0,1214,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,31.94247,"1"
"1541","mamadou-sakho","Mamadou Sakho","Paris Saint-Germain","France",1990-02-13,187,82,"Back",8,3,1,4,0,0,0,1,"75502.jpg",1,1,282,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,22.89863,"1"
"1542","duda_2"," Duda","Málaga CF","Spain",1980-06-27,175,71,"Middle",14,7,2,5,3,4,0,1,"12525.jpg",0.25,0.25,88,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,32.53699,"1"
"1543","jesus-gamez"," Jesús Gámez","Málaga CF","Spain",1985-04-10,182,70,"Back",8,2,3,3,0,1,0,1,"41446.jpg",0.25,0.5,1505,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,27.74795,"1"
"1544","diego-godin","Diego Godín","Atlético Madrid","Spain",1986-02-16,185,75,"Back",17,9,4,4,2,5,0,1,"44642.jpg",0.25,0.25,641,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,26.89315,"1"
"1545","tono"," Toño","Granada CF","Spain",1979-12-17,182,82,"Goalkeeper",6,1,3,2,0,1,0,1,"33514.jpg",0,0,1349,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,33.06575,"1"
"1546","albelda"," Albelda","Valencia CF","Spain",1977-09-01,181,77,"Middle",3,0,2,1,0,0,0,1,"1395.jpg",0.25,0.25,761,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,35.3589,"1"
"1547","joaquin"," Joaquín","Málaga CF","Spain",1981-07-21,180,76,"Middle",21,9,2,10,2,2,0,1,"1403.jpg",0.5,0.5,2073,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.5,31.47123,"1"
"1548","jordi-amat"," Jordi Amat","Rayo Vallecano","Spain",1992-03-21,184,80,"Back",4,0,1,3,0,2,0,1,"160328.jpg",0.25,0.5,2073,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,20.79726,"1"
"1549","zoumana-camara","Zoumana Camara","Paris Saint-Germain","France",1979-04-03,182,76,"Back",9,3,4,2,0,1,0,1,"3955.jpg",0.75,1,402,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.875,33.7726,"1"
"1550","alex_4"," Alex","Paris Saint-Germain","France",1982-06-17,188,92,"Back",4,2,1,1,0,0,0,1,"21420.jpg",0.5,0.5,2947,"64","NLD",0.35292,5952,7.035825e-05,0.4456788,6121,0.0002685303,0.5,30.56438,"1"
"1551","danny-rose","Danny Rose","Sunderland AFC","England",1990-07-02,173,74,"Back",6,2,2,2,1,1,0,1,"60093.jpg",0.75,0.75,1707,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.75,22.51781,"1"
"1552","victor-montano","Victor Montaño","Stade Rennes","France",1984-05-01,177,76,"Front",6,2,1,3,1,1,0,1,"24078.jpg",1,1,3077,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,28.69041,"1"
"1553","cuellar"," Cuéllar","Sunderland AFC","England",1981-08-23,190,84,"Back",4,1,2,1,0,0,0,1,"14063.jpg",0.25,0.25,3012,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,31.38082,"1"
"1554","zoumana-camara","Zoumana Camara","Paris Saint-Germain","France",1979-04-03,182,76,"Back",1,1,0,0,0,0,0,1,"3955.jpg",0.75,1,1875,"27","ROU",0.3850821,537,0.0007556875,0.8594306,562,0.003619958,0.875,33.7726,"1"
"1555","christian-lell","Christian Lell","Levante UD","Spain",1984-08-29,180,80,"Back",1,0,0,1,0,0,0,1,"8945.jpg",0.25,0.25,2887,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,28.36164,"1"
"1556","rod-fanni","Rod Fanni","Olympique Marseille","France",1981-12-06,186,78,"Back",12,2,5,5,0,3,0,1,"3957.jpg",0.75,0.75,548,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.75,31.09315,"1"
"1557","jussi-jaeaeskelaeinen","Jussi Jääskeläinen","West Ham United","England",1975-04-17,193,80,"Goalkeeper",6,2,1,3,0,1,0,1,"8859.jpg",0,0,1627,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,37.73699,"1"
"1558","stephane-sessegnon","Stéphane Sessegnon","Sunderland AFC","England",1984-06-01,172,72,"Middle",1,1,0,0,0,0,0,1,"43883.jpg",0.75,0.75,2635,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.75,28.60548,"1"
"1559","damien-perquis","Damien Perquis","Real Betis","Spain",1984-04-10,184,78,"Back",2,0,1,1,0,0,0,1,"34977.jpg",0,0,137,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,28.74795,"1"
"1560","bastian-schweinsteiger","Bastian Schweinsteiger","Bayern München","Germany",1984-08-01,183,79,"Middle",2,0,0,2,0,1,0,1,"6070.jpg",0.25,0.25,963,"58","BEL",0.3627198,3219,0.0001277387,0.5687854,3351,0.0005746416,0.25,28.43836,"1"
"1561","eden-hazard","Eden Hazard","Chelsea FC","England",1991-01-07,170,69,"Front",7,3,2,2,0,0,0,1,"87809.jpg",0.25,0.25,487,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,22,"1"
"1562","du-ri-cha","Du-Ri Cha","Fortuna Düsseldorf","Germany",1980-07-25,181,81,"Back",2,1,0,1,0,0,0,1,"1327.jpg",0.5,0.25,2971,"41","JPN",0.3413081,2899,0.0001473886,0.2053395,3034,0.0006033381,0.375,32.46027,"1"
"1563","sascha-schuenemann","Sascha Schünemann","Hannover 96","Germany",1992-02-20,179,72,"Middle",2,0,2,0,0,0,0,1,"119117.jpg",0,0,491,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,20.87945,"1"
"1564","chris-gunter","Chris Gunter","Reading FC","England",1989-07-21,180,71,"Back",1,0,0,1,0,0,0,1,"60027.jpg",0.25,0,1456,"40","SWE",0.3402055,5223,8.123332e-05,0.626401,5621,0.0003728086,0.125,23.46575,"1"
"1565","juanfran"," Juanfran","Levante UD","Spain",1976-07-15,183,78,"Back",9,4,1,4,0,2,0,1,"1388.jpg",0.5,0.25,1505,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,36.49041,"1"
"1566","lee-cattermole","Lee Cattermole","Sunderland AFC","England",1988-03-21,178,76,"Middle",9,2,1,6,0,3,0,1,"42179.jpg",0,0.25,1627,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,24.8,"1"
"1567","cyril-jeunechamp","Cyril Jeunechamp","Montpellier HSC","France",1975-12-18,177,68,"Back",1,1,0,0,0,1,0,1,"11322.jpg",0,0,1740,"76","SVK",0.4299874,139,0.002621864,0.6689655,145,0.01287806,0,37.06575,"1"
"1568","inigo-martinez"," Iñigo Martínez","Real Sociedad","Spain",1991-05-17,181,77,"Back",3,1,1,1,0,1,0,1,"196420.jpg",0.25,0.25,1505,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,21.64384,"1"
"1569","juanfran"," Juanfran","Levante UD","Spain",1976-07-15,183,78,"Back",9,5,2,2,0,4,0,1,"1388.jpg",0.5,0.25,1239,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,36.49041,"1"
"1570","jorge-molina_2"," Jorge Molina","Real Betis","Spain",1982-04-22,188,87,"Front",2,1,1,0,2,0,0,1,"152868.jpg",0.25,0.25,140,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,30.71781,"1"
"1571","iker-casillas"," Iker Casillas","Real Madrid","Spain",1981-05-20,185,84,"Goalkeeper",18,16,2,0,0,0,0,1,"1385.jpg",0,0,274,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,31.6411,"1"
"1572","ramis"," Ramis","Wigan Athletic","England",1984-10-25,188,82,"Back",8,2,2,4,0,0,0,1,"19570.jpg",0.25,0.25,916,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,28.20548,"1"
"1573","zoumana-camara","Zoumana Camara","Paris Saint-Germain","France",1979-04-03,182,76,"Back",1,0,0,1,0,0,0,1,"3955.jpg",0.75,1,2621,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.875,33.7726,"1"
"1574","paul-scholes","Paul Scholes","Manchester United","England",1974-11-16,170,72,"Middle",15,10,2,3,1,2,0,1,"1696.jpg",0,0,1942,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,38.15342,"1"
"1575","sylvain-armand","Sylvain Armand","Paris Saint-Germain","France",1980-08-01,182,82,"Back",22,7,7,8,1,3,0,1,"11672.jpg",0,0,848,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0,32.4411,"1"
"1576","costel-pantilimon","Costel Pantilimon","Manchester City","England",1987-02-01,203,96,"Goalkeeper",1,0,0,1,0,0,0,1,"58055.jpg",0,0.25,2290,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.125,25.93425,"1"
"1577","jean-beausejour","Jean Beausejour","Wigan Athletic","England",1984-06-01,178,81,"Middle",4,2,0,2,0,0,0,1,"23255.jpg",0.5,0.5,852,"24","MEX",0.3674933,2327,0.000174406,0.6246407,2435,0.0008678286,0.5,28.60548,"1"
"1578","ramires"," Ramires","Chelsea FC","England",1987-03-24,180,64,"Middle",1,1,0,0,0,0,0,1,"84287.jpg",1,1,823,"31","BRA",0.368946,2411,0.0001733805,0.6371717,2475,0.0009134195,1,25.79452,"1"
"1579","movilla"," Movilla","Real Zaragoza","Spain",1975-02-08,171,70,"Middle",2,1,0,1,0,0,0,1,"12252.jpg",0.25,0.25,1505,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,37.92329,"1"
"1580","cisma"," Cisma","Atlético Madrid","Spain",1982-02-09,184,76,"Back",8,1,1,6,1,2,0,1,"60640.jpg",0.25,0,641,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,30.91507,"1"
"1581","yoan-gouffran","Yoan Gouffran","Girondins Bordeaux","France",1986-05-25,175,70,"Front",1,1,0,0,1,0,0,1,"27062.jpg",0.5,0.5,112,"54","BLR",0.2950862,163,0.003057902,0.4882353,170,0.01592398,0.5,26.62466,"1"
"1582","amorebieta"," Amorebieta","Athletic Bilbao","Spain",1985-03-29,192,85,"Back",11,3,1,7,0,4,0,1,"34979.jpg",0,0,274,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,27.78082,"1"
"1583","vedad-ibisevic","Vedad Ibišević","VfB Stuttgart","Germany",1984-08-06,188,80,"Front",1,0,1,0,0,0,0,1,"24151.jpg",0.25,0.25,67,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,28.42466,"1"
"1584","gerald-asamoah","Gerald Asamoah","SpVgg Greuther Fürth","Germany",1978-10-03,180,85,"Front",4,3,0,1,1,0,0,1,"167.jpg",1,1,681,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,1,34.27123,"1"
"1585","joselu_2"," Joselu","1899 Hoffenheim","Germany",1990-03-27,191,80,"Front",2,1,1,0,1,0,0,1,"142244.jpg",0.25,0.5,140,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,22.78356,"1"
"1586","tim-hoogland","Tim Hoogland","VfB Stuttgart","Germany",1985-06-11,183,75,"Back",4,3,1,0,0,0,0,1,"20135.jpg",0,0,1114,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,27.57808,"1"
"1587","carlos-martinez_2"," Carlos Martínez","Real Sociedad","Spain",1986-04-09,189,79,"Back",8,3,3,2,0,0,0,1,"94725.jpg",0,0.25,1505,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,26.75068,"1"
"1588","bernard-mendy","Bernard Mendy","Stade Brest","France",1981-08-20,180,77,"Back",12,1,6,5,0,3,0,1,"10037.jpg",0.25,0.25,2874,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,31.38904,"1"
"1589","danny-rose","Danny Rose","Sunderland AFC","England",1990-07-02,173,74,"Back",4,2,1,1,1,1,0,1,"60093.jpg",0.75,0.75,194,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.75,22.51781,"1"
"1590","gonzalo-jara","Gonzalo Jara","West Bromwich Albion","England",1985-08-29,178,71,"Back",4,1,2,1,0,1,0,1,"50625.jpg",0.25,0.25,2282,"66","CHL",0.3475434,371,0.001162938,0.7068063,382,0.005957383,0.25,27.36164,"1"
"1591","ricardo-costa"," Ricardo Costa","Valencia CF","Spain",1981-05-16,183,80,"Back",5,1,3,1,0,2,0,1,"10101.jpg",0.25,0.25,1811,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,31.65205,"1"
"1592","daniel-congre","Daniel Congré","Montpellier HSC","France",1985-04-05,184,79,"Back",3,0,1,2,0,0,0,1,"27311.jpg",0.25,0.5,2672,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.375,27.76164,"1"
"1593","sergio-ramos"," Sergio Ramos","Real Madrid","Spain",1986-03-30,183,75,"Back",2,1,1,0,0,0,0,1,"19198.jpg",0,0,761,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,26.77808,"1"
"1594","leon-andreasen","Leon Andreasen","Hannover 96","Germany",1983-04-23,188,81,"Middle",1,0,0,1,0,0,0,1,"21496.jpg",0,0.25,474,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,29.71507,"1"
"1595","ricardo-costa"," Ricardo Costa","Valencia CF","Spain",1981-05-16,183,80,"Back",2,0,1,1,0,0,0,1,"10101.jpg",0.25,0.25,1975,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,31.65205,"1"
"1596","marc-antoine-fortune","Marc-Antoine Fortuné","West Bromwich Albion","England",1981-07-02,182,81,"Front",2,1,0,1,1,0,0,1,"36877.jpg",1,0.75,2542,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.875,31.52329,"1"
"1597","kenwyne-jones","Kenwyne Jones","Stoke City","England",1984-10-05,188,78,"Front",17,3,4,10,4,0,0,1,"21547.jpg",1,1,194,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,1,28.26027,"1"
"1598","moussa-dembele","Moussa Dembélé","Tottenham Hotspur","England",1987-07-16,177,64,"Middle",1,1,0,0,1,0,0,1,"29517.jpg",0.5,0.5,2586,"53","LVA",0.3755916,108,0.003382329,0.8303571,112,0.01486752,0.5,25.48219,"1"
"1599","casto"," Casto","Real Betis","Spain",1982-06-18,182,78,"Goalkeeper",3,2,1,0,0,0,0,1,"24742.jpg",0.25,0.25,274,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,30.56164,"1"
"1600","ludovic-obraniak","Ludovic Obraniak","Girondins Bordeaux","France",1984-11-10,171,68,"Middle",14,4,4,6,0,0,0,1,"11659.jpg",0.25,0.25,2246,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,28.16164,"1"
"1601","raul-albiol"," Raúl Albiol","Real Madrid","Spain",1985-09-04,190,82,"Back",13,7,5,1,1,1,0,1,"17067.jpg",0,0,468,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,27.34521,"1"
"1602","ludovic-giuly","Ludovic Giuly","FC Lorient","France",1976-07-10,164,62,"Front",1,0,1,0,0,0,0,1,"11606.jpg",0.25,0.25,3139,"55","HRV",0.3573632,367,0.001098879,0.4494681,376,0.004877092,0.25,36.50411,"1"
"1603","robert-green","Robert Green","Queens Park Rangers","England",1980-01-19,188,77,"Goalkeeper",1,0,0,1,0,0,0,1,"24580.jpg",0.25,0.25,588,"102","SVN",0.2735304,303,0.001426024,0.4299065,321,0.006084426,0.25,32.97534,"1"
"1604","florent-balmont","Florent Balmont","Lille OSC","France",1980-02-02,170,64,"Middle",3,2,0,1,0,2,0,1,"3920.jpg",0,0,362,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0,32.93699,"1"
"1605","ryan-shawcross","Ryan Shawcross","Stoke City","England",1987-10-04,183,76,"Back",2,1,0,1,0,0,0,1,"92011.jpg",0,0,2822,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,25.26301,"1"
"1606","jerome-boateng","Jérôme Boateng","Bayern München","Germany",1988-09-03,192,90,"Back",3,3,0,0,0,1,0,1,"44728.jpg",0.75,0.75,3079,"45","SCOT",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.75,24.34521,"1"
"1607","jason-roberts","Jason Roberts","Reading FC","England",1978-01-25,186,89,"Front",5,2,0,3,0,0,0,1,"14005.jpg",0.75,0.75,2165,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.75,34.9589,"1"
"1608","coke"," Coke","Sevilla FC","Spain",1987-04-26,176,70,"Back",7,3,3,1,3,1,0,1,"125838.jpg",0,0.25,94,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,25.70411,"1"
"1609","victor-valdes"," Víctor Valdés","FC Barcelona","Spain",1982-01-14,183,78,"Goalkeeper",7,5,1,1,0,0,0,1,"3574.jpg",0.25,0.25,3012,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,30.9863,"1"
"1610","dudu-aouate","Dudu Aouate","RCD Mallorca","Spain",1977-10-17,188,87,"Goalkeeper",1,0,0,1,0,0,0,1,"3826.jpg",0.25,0.25,913,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,35.23288,"1"
"1611","stefan-kiessling","Stefan Kießling","Bayer Leverkusen","Germany",1984-01-25,191,80,"Front",20,12,2,6,8,5,0,1,"9812.jpg",0,0,2902,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,28.95616,"1"
"1612","steven-gerrard","Steven Gerrard","Liverpool FC","England",1980-05-30,188,83,"Middle",32,12,6,14,9,4,0,1,"2763.jpg",0,0,1214,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,32.6137,"1"
"1613","du-ri-cha","Du-Ri Cha","Fortuna Düsseldorf","Germany",1980-07-25,181,81,"Back",7,6,0,1,1,1,0,1,"1327.jpg",0.5,0.25,421,"45","SCOT",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.375,32.46027,"1"
"1614","younes-belhanda","Younès Belhanda","Montpellier HSC","France",1990-02-25,174,75,"Middle",2,0,0,2,0,1,0,1,"150237.jpg",0.25,0.25,2078,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,22.86575,"1"
"1615","djibril-cisse","Djibril Cissé","Queens Park Rangers","England",1981-08-12,183,78,"Front",1,0,0,1,0,0,0,1,"1158.jpg",1,1,2426,"64","NLD",0.35292,5952,7.035825e-05,0.4456788,6121,0.0002685303,1,31.41096,"1"
"1616","hilton"," Hilton","Montpellier HSC","France",1977-09-13,182,73,"Back",14,5,5,4,1,1,0,1,"19306.jpg",0.25,0.25,985,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,35.32603,"1"
"1617","nani"," Nani","Manchester United","England",1986-11-17,175,66,"Front",5,5,0,0,1,0,0,1,"37700.jpg",0.5,0.5,2085,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.5,26.14247,"1"
"1618","roel-brouwers","Roel Brouwers","Bor. Mönchengladbach","Germany",1981-11-28,192,81,"Back",13,5,5,3,0,1,0,1,"19824.jpg",0,0,2370,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,31.11507,"1"
"1619","jaroslav-plasil","Jaroslav Plašil","Girondins Bordeaux","France",1982-01-05,183,72,"Middle",3,1,1,1,0,0,0,1,"11611.jpg",0.25,0.25,279,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,31.01096,"1"
"1620","pape-mbow","Pape M'Bow","Olympique Marseille","France",1988-05-22,190,74,"Back",2,1,0,1,0,0,0,1,"103640.jpg",1,1,1267,"1","GRC",0.3263915,712,0.0005641124,0.396,750,0.00269649,1,24.63014,"1"
"1621","zdravko-kuzmanovic","Zdravko Kuzmanović","VfB Stuttgart","Germany",1987-09-22,186,71,"Middle",1,0,0,1,0,0,0,1,"35307.jpg",0,0,2080,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,25.29589,"1"
"1622","rafinha"," Rafinha","Bayern München","Germany",1985-09-07,172,68,"Back",8,7,0,1,1,2,0,1,"37062.jpg",0.25,0.25,899,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,27.33699,"1"
"1623","aurtenetxe"," Aurtenetxe","Athletic Bilbao","Spain",1992-01-03,182,82,"Back",8,5,2,1,0,0,0,1,"158618.jpg",0,0,1349,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,21.01096,"1"
"1624","carlton-cole","Carlton Cole","West Ham United","England",1983-11-12,190,88,"Front",23,9,5,9,5,1,0,1,"10075.jpg",1,1,2398,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,1,29.1589,"1"
"1625","javier-saviola","Javier Saviola","Málaga CF","Spain",1981-12-11,168,60,"Front",3,3,0,0,1,0,0,1,"1062.jpg",0.25,0.25,2554,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.25,31.07945,"1"
